algorithm_version,doi,doi_resolver,evidence,free_fulltext_url,is_boai_license,is_free_to_read,is_subscription_journal,license,oa_color,title,url
2,10.1016/j.acalib.2018.02.011,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Editing the Eartha M.M. White Collection: An Experiment in Engaging Students in Archival Research and Editorial Practice,https://doi.org/10.1016/j.acalib.2018.02.011
2,10.3366/rom.2018.0365,crossref,oa repository (via OAI-PMH doi match),http://eprints.worc.ac.uk/7046/1/Introduction%20Final%20%281%29.pdf,FALSE,TRUE,TRUE,NA,green,Introduction: Edgy Romanticism,https://doi.org/10.3366/rom.2018.0365
2,10.1515/bfp-2018-0032,crossref,open (via free pdf),http://www.degruyter.com/downloadpdf/j/bfup.2018.42.issue-2/bfp-2018-0032/bfp-2018-0032.xml,FALSE,TRUE,TRUE,NA,bronze,Digital Humanities in der Musikwissenschaft – Computergestützte Erschließungsstrategien und Analyseansätze für handschriftliche Liedblätter,https://doi.org/10.1515/bfp-2018-0032
2,10.1111/russ.12189,crossref,oa repository (via OAI-PMH title and first author match),https://hcommons.org/deposits/download/hc:21560/CONTENT/rr_soviet_union_on_seine.pdf/,FALSE,TRUE,TRUE,NA,green,"Soviet Union on the Seine: Kontinent, Sintaksis , and the Social Life of Émigré Journals",https://doi.org/10.1111/russ.12189
2,10.21003/ea.v168-07,crossref,open (via free pdf),http://soskin.info/userfiles/file/Economic-Annals-pdf/DOI/ea-V168-07.pdf,FALSE,TRUE,FALSE,NA,gold,Industry 4.0.: socio-economic junctures,https://doi.org/10.21003/ea.v168-07
2,10.3389/fphy.2018.00054,crossref,open (via page says license),https://www.frontiersin.org/articles/10.3389/fphy.2018.00054/pdf,TRUE,TRUE,FALSE,cc-by,gold,Wikipedia Culture Gap: Quantifying Content Imbalances Across 40 Language Editions,https://doi.org/10.3389/fphy.2018.00054
2,10.1093/llc/fqx049,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,The rationale of the born-digital dossier génétique: Digital forensics and the writing process: With examples from the Thomas Kling Archive,https://doi.org/10.1093/llc/fqx049
2,10.2979/victorianstudies.60.4.14,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,NA,https://doi.org/10.2979/victorianstudies.60.4.14
2,10.3390/su10062001,crossref,open (via page says license),https://www.mdpi.com/2071-1050/10/6/2001/pdf,TRUE,TRUE,FALSE,cc-by,gold,Unintended Side Effects of the Digital Transition: European Scientists’ Messages from a Proposition-Based Expert Round Table,https://doi.org/10.3390/su10062001
2,10.1093/llc/fqx034,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Non-representational approaches to modeling interpretation in a graphical environment,https://doi.org/10.1093/llc/fqx034
2,10.1093/llc/fqx008,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Beyond humanities qua digital: Spatial and material development for digital research infrastructures in HumlabX1,https://doi.org/10.1093/llc/fqx008
2,10.1093/llc/fqx020,crossref,open (via page says license),https://academic.oup.com/dsh/article-pdf/33/2/456/24812007/fqx020.pdf,TRUE,TRUE,TRUE,cc-by,hybrid,"Enabling complex analysis of large-scale digital collections: humanities research, high-performance computing, and transforming access to British Library digital collections",https://doi.org/10.1093/llc/fqx020
2,10.1007/s10437-018-9280-8,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Museological Approaches to the Management of Digital Research and Engagement: The African Rock Art Image Project,https://doi.org/10.1007/s10437-018-9280-8
2,10.1353/bhm.2018.0032,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Memento Mütter,https://doi.org/10.1353/bhm.2018.0032
2,10.1002/asi.24008,crossref,oa repository (via OAI-PMH doi match),https://strathprints.strath.ac.uk/62824/1/Given_Willson_JAIST_2018_Information_technology_and_the_humanities_scholar.pdf,FALSE,TRUE,TRUE,NA,green,Information technology and the humanities scholar: Documenting digital research practices,https://doi.org/10.1002/asi.24008
2,10.3167/choc.2018.130102,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Scandinavianism,https://doi.org/10.3167/choc.2018.130102
2,10.12694/scpe.v19i2.1348,crossref,open (via free pdf),https://www.scpe.org/index.php/scpe/article/download/1348/539,FALSE,TRUE,TRUE,NA,bronze,Enabling virtual collaboration in Digital Cultural Heritage in the SEEM region,https://doi.org/10.12694/scpe.v19i2.1348
2,10.1007/s10961-017-9627-3,crossref,open (via page says license),https://link.springer.com/content/pdf/10.1007%2Fs10961-017-9627-3.pdf,TRUE,TRUE,TRUE,cc-by,hybrid,The impact of digital start-up founders’ higher education on reaching equity investment milestones,https://doi.org/10.1007/s10961-017-9627-3
2,10.1629/uksg.405,crossref,open (via page says license),http://insights.uksg.org/articles/10.1629/uksg.405/galley/753/download/,TRUE,TRUE,FALSE,cc-by,gold,From transaction to collaboration: scholarly communications design at UConn Library,https://doi.org/10.1629/uksg.405
2,10.1002/asi.23990,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,A twitter case study for assessing digital sound,https://doi.org/10.1002/asi.23990
2,10.7868/s0044467718030073,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"ВЛИЯНИЕ ФОНОЛОГИЧЕСКОЙ ПЕТЛИ РАБОЧЕЙ ПАМЯТИ НА РЕЗУЛЬТАТИВНОСТЬ РЕШЕНИЯ МАТЕМАТИЧЕСКИХ И ВЕРБАЛЬНЫХ ЗАДАЧ У МАТЕМАТИКОВ И ГУМАНИТАРИЕВ, ""Журнал высшей нервной деятельности им. И.П. Павлова""",https://doi.org/10.7868/s0044467718030073
2,10.1016/j.websem.2018.03.001,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,The dataLegend ecosystem for historical statistics,https://doi.org/10.1016/j.websem.2018.03.001
2,10.1017/s0021875818000348,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Matthew K. Gold and Lauren F. Klein (eds.), Debates in the Digital Humanities 2016 (Minneapolis: University of Minnesota Press, 2016, $35.00). Pp. 600.isbn 978 0 8166 9954 4.",https://doi.org/10.1017/s0021875818000348
2,10.1017/s1062798717000631,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Two Cultures into One?,https://doi.org/10.1017/s1062798717000631
2,10.1017/s1062798717000722,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Humanities Encounters Science: Confronting the Challenge of Post-humanism,https://doi.org/10.1017/s1062798717000722
2,10.1111/bjet.12544,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Socio-demographic factors relating to perception and use of mobile technologies in tertiary teaching,https://doi.org/10.1111/bjet.12544
2,10.1073/pnas.1720115115,crossref,open (via free pdf),https://www.pnas.org/content/pnas/115/17/4325.full.pdf,FALSE,TRUE,TRUE,NA,bronze,Earth BioGenome Project: Sequencing life for the future of life,https://doi.org/10.1073/pnas.1720115115
2,10.5965/2175180310242018136,crossref,open (via free pdf),http://revistas.udesc.br/index.php/tempo/article/download/2175180310242018136/8523,FALSE,TRUE,FALSE,NA,gold,Virada digital? Pesquisa histórica no ciberespaço,https://doi.org/10.5965/2175180310242018136
2,10.1093/llc/fqw063,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,A public platform for developing language-independent applications,https://doi.org/10.1093/llc/fqw063
2,10.1017/s0028688517000339,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,A Lost Page of Codex Bezae: Traces of the Bezan Greek Text of Acts 10.4–9,https://doi.org/10.1017/s0028688517000339
2,10.6018/red/57/9,crossref,open (via free pdf),https://doi.org/10.6018/red/57/9,FALSE,TRUE,FALSE,NA,gold,Humanidades digitales para el aprendizaje y difusión del Patrimonio Naval ,https://doi.org/10.6018/red/57/9
2,10.1177/2158244018763005,crossref,open (via page says license),https://journals.sagepub.com/doi/pdf/10.1177/2158244018763005,TRUE,TRUE,FALSE,cc-by,gold,"What Is History of Psychology? Network Analysis of Journal Citation Reports, 2009-2015",https://doi.org/10.1177/2158244018763005
2,10.1177/1745499918763420,crossref,open (via free pdf),https://journals.sagepub.com/doi/pdf/10.1177/1745499918763420,FALSE,TRUE,TRUE,NA,bronze,Russian perspectives of online learning technologies in higher education: An empirical study of a MOOC,https://doi.org/10.1177/1745499918763420
2,10.1007/s10912-017-9476-y,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Uncivilizing “Mental Illness”: Contextualizing Diverse Mental States and Posthuman Emotional Ecologies within The Icarus Project,https://doi.org/10.1007/s10912-017-9476-y
2,10.3390/rel9030076,crossref,open (via page says license),https://www.mdpi.com/2077-1444/9/3/76/pdf,TRUE,TRUE,FALSE,cc-by,gold,"Teaching Widowed Women, Community, and Devotion in Quattrocento Florence with Lucrezia Tornabuoni and Antonia Tanini Pulci",https://doi.org/10.3390/rel9030076
2,10.1177/1461444816688274,crossref,oa repository (via OAI-PMH title and first author match),https://leicester.figshare.com/articles/Literacy_and_Training_in_Digital_Research_Researchers_Views_in_Five_Social_Science_and_Humanities_Disciplines/10215410/files/18420872.pdf,FALSE,TRUE,TRUE,NA,green,Literacy and training in digital research: Researchers’ views in five social science and humanities disciplines,https://doi.org/10.1177/1461444816688274
2,10.3366/ijhac.2018.0204,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Emplacing Berlin: Digital Itineraries and Short-term Study Abroad in the City,https://doi.org/10.3366/ijhac.2018.0204
2,10.3366/ijhac.2018.0206,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Critical Chorography: A Pedagogical Approach,https://doi.org/10.3366/ijhac.2018.0206
2,10.3366/ijhac.2018.0207,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Story Maps and Disability Studies: A Digital Blueprint for Teaching Community Engagement,https://doi.org/10.3366/ijhac.2018.0207
2,10.1525/fmh.2018.4.2.12,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Design Statement for Feminist Media Studies Genealogy,https://doi.org/10.1525/fmh.2018.4.2.12
2,10.1215/00267929-4264249,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,In the Literature Lab,https://doi.org/10.1215/00267929-4264249
2,10.1057/s41599-018-0075-y,crossref,open (via page says license),https://www.nature.com/articles/s41599-018-0075-y.pdf,TRUE,TRUE,FALSE,cc-by,gold,Towards a manifesto for a critical digital humanities: critiquing the extractive capitalism of digital society,https://doi.org/10.1057/s41599-018-0075-y
2,10.1017/s0020743817001015,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,A Digital Humanities for Premodern Islamic History,https://doi.org/10.1017/s0020743817001015
2,10.1017/s0020743817001027,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,“Tell Me Something I Don't Know!”: The Place and Politics of Digital Methods in the (Islamicate) Humanities,https://doi.org/10.1017/s0020743817001027
2,10.1515/itit-2017-0023,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Not-so-distant reading: A dynamic network approach to literature,https://doi.org/10.1515/itit-2017-0023
2,10.1215/03335372-4265059,crossref,oa repository (via OAI-PMH title and first author match),https://escholarship.org/content/qt2d7278bt/qt2d7278bt.pdf?t=p8ekpp,FALSE,TRUE,TRUE,NA,green,The Artifactuality of Narrative Form,https://doi.org/10.1215/03335372-4265059
2,10.1162/leon_r_01562,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Debates in the Digital Humanities 2016Debates in the Digital Humanities 2016 edited by Matthew K. Gold and Lauren F. Klein. University of Minnesota Press, Minneapolis, MN, U.S.A., 2016. 600 pp., illus. Trade, paper. ISBN: 978-0-8166-9953-7; ISBN: 978-0-8166-9954-4.",https://doi.org/10.1162/leon_r_01562
2,10.1177/1329878x17739020,crossref,oa repository (via OAI-PMH doi match),https://eprints.qut.edu.au/112354/1/Automating%20the%20Everyday%20MIA%20SI%20editors%27%20introduction.pdf,FALSE,TRUE,TRUE,NA,green,Automating the digital everyday: an introduction,https://doi.org/10.1177/1329878x17739020
2,10.3389/fnhum.2018.00012,crossref,open (via page says license),https://www.frontiersin.org/articles/10.3389/fnhum.2018.00012/pdf,TRUE,TRUE,FALSE,cc-by,gold,Corrigendum: Quantifying the Beauty of Words: A Neurocognitive Poetics Perspective,https://doi.org/10.3389/fnhum.2018.00012
2,10.1089/omi.2017.0194,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Birth of Industry 5.0: Making Sense of Big Data with Artificial Intelligence, “The Internet of Things” and Next-Generation Technology Policy",https://doi.org/10.1089/omi.2017.0194
2,10.5325/resoamerlitestud.40.2018.0051,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,“To Transcribe Them in a Fair and Legible Hand”: Hartford Female Seminary's Handwritten Newspapers,https://doi.org/10.5325/resoamerlitestud.40.2018.0051
2,10.14195/0870-4147_49_5,crossref,open (via free pdf),http://digitalis-dsp.uc.pt/bitstream/10316.2/44893/3/artigo5_RPH_49.pdf,FALSE,TRUE,TRUE,NA,bronze,"The current challenges of diplomatics from an Iberian perspective: the expansion of spatial and chronological horizons, new research fields, the adaptation to new technologies",https://doi.org/10.14195/0870-4147_49_5
2,10.1353/pmc.2018.0017,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Reading Under a Big Tent. A review of Roger Whitson, Steampunk and Nineteenth-Century Digital Humanities: Literary Retrofuturisms, Media Archaeologies, Alternate Histories",https://doi.org/10.1353/pmc.2018.0017
2,10.1080/10691316.2018.1480440,crossref,oa repository (via OAI-PMH doi match),http://udspace.udel.edu/bitstream/19716/24747/1/The%20Consequences%20of%20Framing%20Digital%20Humanities%20Tools%20as%20Easy%20to%20U%20%281%29.pdf,FALSE,TRUE,TRUE,NA,green,The consequences of framing digital humanities tools as easy to use,https://doi.org/10.1080/10691316.2018.1480440
2,10.1080/19322909.2018.1479673,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Text Mining Digital Humanities Projects: Assessing Content Analysis Capabilities of Voyant Tools,https://doi.org/10.1080/19322909.2018.1479673
2,10.1080/00934690.2018.1505409,crossref,open (via free pdf),https://www.tandfonline.com/doi/pdf/10.1080/00934690.2018.1505409?needAccess=true,FALSE,TRUE,TRUE,NA,hybrid,Publishing Archaeological Excavations at the Digital Turn,https://doi.org/10.1080/00934690.2018.1505409
2,10.1080/15021866.2018.1550875,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Digital Humanities and Theatre Studies: New Perspectives on the Early Reception of Ibsen on the German Stage,https://doi.org/10.1080/15021866.2018.1550875
2,10.1080/15420353.2018.1498427,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"From Archive, to Access, to Experience––Historical Documents as a Basis for Immersive Experiences",https://doi.org/10.1080/15420353.2018.1498427
2,10.15291/sic/2.8.lc.2,crossref,open (via page says license),https://www.sic-journal.org/generatepdf.ashx?aid=495,FALSE,TRUE,FALSE,cc-by-nc-nd,gold,Recepcija hrvatskih filozofa i digitalna humanistika ,https://doi.org/10.15291/sic/2.8.lc.2
2,10.1080/13688804.2018.1488585,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,‘More Difficult from Dublin than from Dieppe’,https://doi.org/10.1080/13688804.2018.1488585
2,10.1080/01615440.2018.1443862,crossref,oa repository (via OAI-PMH doi match),https://research-information.bris.ac.uk/files/152814048/Thomas_Lansdall_Welfare_Large_Scale_Content_Analysis_of_Historical_Newspapers_in_the_Town_of_Gorizia_1873_1914.pdf,FALSE,TRUE,TRUE,NA,green,Large-scale content analysis of historical newspapers in the town of Gorizia 1873–1914,https://doi.org/10.1080/01615440.2018.1443862
2,10.1080/08905762.2018.1540577,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Detecting Modernismo’s Fingerprint: A Digital Humanities Approach to the Turn of the Century Spanish American Novel,https://doi.org/10.1080/08905762.2018.1540577
2,10.12795/argumentos/2017.i21.05,crossref,open (via free pdf),https://doi.org/10.12795/argumentos/2017.i21.05,FALSE,TRUE,FALSE,NA,gold,Ciencia y sociedad: nuevas interacciones en el universo digital. Hacia una nueva disciplina académica para su estudio,https://doi.org/10.12795/argumentos/2017.i21.05
2,10.1163/18712428-09803025,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,In saecula saeculorum,https://doi.org/10.1163/18712428-09803025
2,10.1108/rsr-07-2018-0061,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Library instruction and information literacy 2017,https://doi.org/10.1108/rsr-07-2018-0061
2,10.1080/21670811.2018.1512879,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,In Search of America,https://doi.org/10.1080/21670811.2018.1512879
2,10.1080/21670811.2018.1514273,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,@franklinfordbot,https://doi.org/10.1080/21670811.2018.1514273
2,10.16995/ane.278,crossref,open (via page says license),http://www.asianetworkexchange.org/articles/10.16995/ane.278/galley/393/download/,TRUE,TRUE,FALSE,cc-by,gold,How the Digital is Changing Research and Teaching on Asia,https://doi.org/10.16995/ane.278
2,10.16995/ane.281,crossref,open (via page says license),http://www.asianetworkexchange.org/articles/10.16995/ane.281/galley/391/download/,TRUE,TRUE,FALSE,cc-by,gold,The Unbearable Lightness of Image Travel: The Work of Curation in the Digital Age,https://doi.org/10.16995/ane.281
2,10.33407/itlt.v68i6.2407,crossref,open (via page says license),https://journal.iitta.gov.ua/index.php/itlt/article/download/2407/1428,FALSE,TRUE,FALSE,cc-by-nc-sa,gold,FOREIGN EXPERIENCE AND UKRAINIAN REALITIES OF MASS OPEN ONLINE COURSES USE IN INTERNATIONAL EDUCATION AREA,https://doi.org/10.33407/itlt.v68i6.2407
2,10.1080/20512856.2018.1546656,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Scholarly Adventures in Digital Humanities: Making The Modernist Archives Publishing Project,https://doi.org/10.1080/20512856.2018.1546656
2,10.19132/1808-5245241.145-173,crossref,open (via free pdf),https://seer.ufrgs.br/EmQuestao/article/download/71475/43695,FALSE,TRUE,FALSE,NA,gold,O estudo e a identificação dos padrões de metadados para a representação e a recuperação da imagem digital na perspectiva da web,https://doi.org/10.19132/1808-5245241.145-173
2,10.24146/tkd.2018.41,crossref,open (via free pdf),http://tk.org.tr/index.php/TK/article/download/2967/2854,FALSE,TRUE,FALSE,NA,gold,Türkçe Metinler Üzerine Yapılan Sayısal Üslup Araştırmalarını İnceleyen ve Benim Adım Kırmızı Çevirilerinin Aslına Olan Sadakatini Ölçen Bir Çalışma (A Survey of Stylometry Research on Turkish Texts and A Study on Quantification of Loyalty for Translations of My Name is Red),https://doi.org/10.24146/tkd.2018.41
2,10.1145/3075645,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Mass Digitization of Early Modern Texts With Optical Character Recognition,https://doi.org/10.1145/3075645
2,10.1108/dlp-04-2018-0013,crossref,open (via free pdf),https://www.emerald.com/insight/content/doi/10.1108/DLP-04-2018-0013/full/pdf?title=digital-korean-studies-recent-advances-and-new-frontiers,TRUE,TRUE,TRUE,cc-by,hybrid,Digital Korean studies: recent advances and new frontiers,https://doi.org/10.1108/dlp-04-2018-0013
2,10.1108/el-02-2017-0026,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Networking women translators in Spain (1868-1936) and their presence in the Mnemosyne Digital Library,https://doi.org/10.1108/el-02-2017-0026
2,10.5840/eps201855222,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Engineering knowledge in the technogenic civilization,https://doi.org/10.5840/eps201855222
2,10.21464/fi38108,crossref,open (via free pdf),https://hrcak.srce.hr/file/301448,FALSE,TRUE,FALSE,NA,gold,Philosophy of Future Cyberspaces and the Transhumanistic Reality,https://doi.org/10.21464/fi38108
2,10.1108/jd-05-2017-0076,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Distribution features and intellectual structures of digital humanities,https://doi.org/10.1108/jd-05-2017-0076
2,10.1108/jd-10-2017-0137,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,“Natural allies”,https://doi.org/10.1108/jd-10-2017-0137
2,10.3138/jsp.49.2.193,crossref,open (via free pdf),https://utpjournals.press/pb-assets/utoronto/JSP/documents/JSP_call-for-papers_2019-1552503998200.pdf,FALSE,TRUE,FALSE,NA,gold,The Social Text and Networked Knowledge: New Modes of Scholarly Book Publishing in Indigenous Studies,https://doi.org/10.3138/jsp.49.2.193
2,10.5771/0943-7444-2018-5-343,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,ISKO 15’s Bookshelf: Dispersion in a Digital Age— An Editorial,https://doi.org/10.5771/0943-7444-2018-5-343
2,10.17646/kome.2018.12,crossref,open (via free pdf),https://doi.org/10.17646/kome.2018.12,FALSE,TRUE,FALSE,NA,gold,The African Writer at Digital Cross-Roads: A Preliminary Interrogation of Literary Production in Nigeria/the Global South within 21st Century Media Convergence,https://doi.org/10.17646/kome.2018.12
2,10.1007/s00542-017-3333-9,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,System satisfaction survey for the App to integrate search and augmented reality with geographical information technology,https://doi.org/10.1007/s00542-017-3333-9
2,10.1080/00987913.2018.1437320,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Toward Building a Digital Index of Little magazines of the 1960s,https://doi.org/10.1080/00987913.2018.1437320
2,10.1080/00987913.2018.1433930,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Digital Scholarship Planning: A Perspective on the CNI-ARL Workshop,https://doi.org/10.1080/00987913.2018.1433930
2,10.1002/sdr.1601,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,System dynamics at sixty: the path forward,https://doi.org/10.1002/sdr.1601
2,10.24146/tkd.2018.37,crossref,open (via free pdf),http://tk.org.tr/index.php/TK/article/download/2950/2845,FALSE,TRUE,FALSE,NA,gold,Dijital İnsanî Bilimler: Yeni Bir Yaklaşım (Digital Humanities: A New Approach),https://doi.org/10.24146/tkd.2018.37
2,10.4000/insitu.18413,crossref,oa journal (via doaj),https://doi.org/10.4000/insitu.18413,FALSE,TRUE,FALSE,cc-by-nc-nd,gold,« Ne pas laisser s’effacer l’histoire de ceux qui la racontent ». Le cas de l’Association de préfiguration de la Fondation Patrick Chauvel,https://doi.org/10.4000/insitu.18413
2,10.1080/17439884.2018.1498352,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,A snapchat story: how black girls develop strategies for critical resistance in school,https://doi.org/10.1080/17439884.2018.1498352
2,10.1080/07317131.2018.1509437,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,On the Frontlines of Richer Metadata: Technical Services and TEI,https://doi.org/10.1080/07317131.2018.1509437
2,10.1108/dlp-08-2018-048,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Guest editorial,https://doi.org/10.1108/dlp-08-2018-048
2,10.1108/dlp-02-2018-0004,crossref,oa repository (semantic scholar lookup),http://pdfs.semanticscholar.org/6e2d/42eb6fed8277498ef09337b3c2e376a2efda.pdf,FALSE,TRUE,TRUE,NA,green,"Kindles, card catalogs, and the future of libraries: a collaborative digital humanities project",https://doi.org/10.1108/dlp-02-2018-0004
2,10.1108/dlp-03-2018-0009,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Back to basics,https://doi.org/10.1108/dlp-03-2018-0009
2,10.1108/dlp-02-2018-0006,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Respecting the language: digitizing Native American language materials,https://doi.org/10.1108/dlp-02-2018-0006
2,10.1108/dlp-11-2017-0044,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Finding a place for genealogy and family history in the digital humanities,https://doi.org/10.1108/dlp-11-2017-0044
2,10.1080/03096564.2016.1252077,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Stylometric Authorship Attribution for the Middle Dutch Mystical Tradition from Groenendaal,https://doi.org/10.1080/03096564.2016.1252077
2,10.1109/access.2018.2856865,crossref,oa journal (via doaj),https://doi.org/10.1109/access.2018.2856865,TRUE,TRUE,FALSE,cc-by,gold,Practical Text Phylogeny for Real-World Settings,https://doi.org/10.1109/access.2018.2856865
2,10.2979/filmhistory.30.2.01,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,From Photoplays to Movies: A Distant Reading of Cinema's Eventual Legitimation from Below,https://doi.org/10.2979/filmhistory.30.2.01
2,10.26686/jnzs.v0ins26.4840,crossref,open (via free pdf),https://ojs.victoria.ac.nz/jnzs/article/download/4840/4294,FALSE,TRUE,TRUE,NA,bronze, The Gay Novel and the Gay World,https://doi.org/10.26686/jnzs.v0ins26.4840
2,10.30525/2256-0742/2018-4-1-311-318,crossref,open (via page says license),http://www.baltijapublishing.lv/index.php/issue/article/download/365/pdf,FALSE,TRUE,FALSE,cc-by-nc,gold,DEVELOPMENT OF A MODEL OF DIGITAL RESEARCH UNIVERSITIES,https://doi.org/10.30525/2256-0742/2018-4-1-311-318
2,10.29276/redapeci.2018.18.18545.7-16,crossref,open (via page says license),http://treinamento.seer.ufs.br/index.php/edapeci/article/download/8545/pdf,FALSE,TRUE,FALSE,cc-by-nc-nd,gold,Letramento digital na cultura digital: o que precisamos compreender?,https://doi.org/10.29276/redapeci.2018.18.18545.7-16
2,10.1108/cc-07-2017-0027,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Publication Trends in Literature on eBooks: A Scopus Based Bibliometric Analysis,https://doi.org/10.1108/cc-07-2017-0027
2,10.15838/esc.2018.2.56.5,crossref,oa journal (via doaj),https://doi.org/10.15838/esc.2018.2.56.5,FALSE,TRUE,FALSE,cc-by-nc-nd,gold,Social Demand of Russians for Innovation (According to a Sample Survey),https://doi.org/10.15838/esc.2018.2.56.5
2,10.7202/1043721ar,crossref,open (via free pdf),http://www.erudit.org/fr/revues/documentation/2018-v64-n1-documentation03466/1043721ar.pdf,FALSE,TRUE,TRUE,NA,bronze,Comprendre les risques psychosociaux pour agir,https://doi.org/10.7202/1043721ar
2,10.22323/2.17020302,crossref,open (via page says license),https://jcom.sissa.it/archive/17/02/JCOM_1702_2018_C01/JCOM_1702_2018_C02.pdf,FALSE,TRUE,FALSE,cc-by-nc-nd,gold,Open infrastructure and community: the case of astronomy,https://doi.org/10.22323/2.17020302
2,10.1080/15405702.2017.1413191,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Now you see them: Self-representation and the refugee selfie,https://doi.org/10.1080/15405702.2017.1413191
2,10.5209/tekn.57192,crossref,open (via page says license),https://revistas.ucm.es/index.php/TEKN/article/download/57192/4564456547150,TRUE,TRUE,FALSE,cc-by,gold,La narración colaborativa en @Elhombredetweed. Un análisis pragmático para el estudio de la literatura digital,https://doi.org/10.5209/tekn.57192
2,10.5209/tekn.57527,crossref,open (via page says license),https://revistas.ucm.es/index.php/TEKN/article/download/57527/4564456547151,TRUE,TRUE,FALSE,cc-by,gold,"Recordando el futuro, imaginando el pasado. La creación de escenarios como ejercicio ontológico",https://doi.org/10.5209/tekn.57527
2,10.5209/tekn.57592,crossref,open (via page says license),https://revistas.ucm.es/index.php/TEKN/article/download/57592/4564456547159,TRUE,TRUE,FALSE,cc-by,gold,Educación Artística y transformación social en el contexto de las Humanidades Digitales,https://doi.org/10.5209/tekn.57592
2,10.1080/03080188.2017.1296265,crossref,open (via free pdf),https://www.tandfonline.com/doi/pdf/10.1080/03080188.2017.1296265?needAccess=true,FALSE,TRUE,TRUE,NA,bronze,What are patterns in the humanities?,https://doi.org/10.1080/03080188.2017.1296265
2,10.1108/jd-07-2017-0111,crossref,oa repository (via OAI-PMH doi match),https://strathprints.strath.ac.uk/63710/1/Willson_JOD_2018_Systemic_managerial_constraints_how_universities_influence_the_information_behaviour.pdf,FALSE,TRUE,TRUE,NA,green,“Systemic Managerial Constraints”,https://doi.org/10.1108/jd-07-2017-0111
